PAN_no,income,cibil_score,bank_account_number,card_type
cbUk9961o,750021,613,SDBI05033630325739,Debit
uWoX1177Z,393943,640,SBBC02628535072868,
WAed3126N,988303,710,YXWX17734159803968,
CWxM4101O,670848,624,JQLT85414764443684,Debit
SCyi0251O,,651,QYBQ00015324807259,Debit
qFCR9833s,748484,809,WREN52143447084469,credit
HZYm3326f,628626,742,XUPL76824455976196,Credit
cZia9013x,649036,821,SBSZ86893421801706,credit
vlRU6981U,617542,702,ERUL44765485740522,
KEGw8733w,549021,721,VFWJ13042424425335,Debit
CBOy9821e,1033107,826,XOPA39007680062251,debit
tghF9128o,419349,767,PGKG61334271816288,debit
bosq0985y,992276,843,SRGE66515626595388,debit
eIKp5124H,663266,778,NPLZ91140140765273,debit
NdIS9846h,879339,637,HKFT50001917827248,debit
cvAq9740m,833075,838,HOHL74065910118122,Debit
JUvW5023Q,921585,835,FKSO06299852168647,
ZKNS0371W,475658,682,CLAQ35994613674020,
MVNf0516J,712246,646,ZXDT38795439463973,credit
gcFG7240o,929360,768,PHQU37765914020289,debit
Yobd5674b,778218,739,WWMJ44241817978562,Debit
RRVb3896J,531683,837,MATL31766076501504,debit
SiBS7066B,533464,648,UNNL47836375236960,Debit
hNxw8217m,623998,628,XTWY33273141248983,debit
ofLa5603o,462772,787,UMHL79830386539318,Credit
ZaUp6890d,835880,741,LFQW78516713459450,credit
lscu1027w,612715,713,KYVN06878930221364,debit
MzEQ9342h,443691,813,GMYC59491550563161,Credit
nFTV1148w,833924,807,UPKO08189369248642,credit
XJsP3745p,815533,794,FGBD37362920557992,Credit
Ggdw8458A,624638,777,HIIE26617464759819,
niHo9741t,758281,608,UVHQ79682048832883,
UYjc8315p,606280,818,PCHR94885497078983,Debit
Fcrr7710L,833874,782,NZGJ60818603654413,Debit
rNyF6410b,750745,673,LBQN85129516189922,credit
onyl6670Q,803914,695,PVRQ62170818168064,Credit
cIWw6804b,631863,614,GGNN64303155631776,Credit
nWbv9549U,945945,781,IRYC77710168796721,Credit
ZgJy9660U,746892,650,NZTM79313109209649,
KUKX4876H,930971,801,MTHB45693694021076,debit
Vpia4267r,814536,808,BAOM08734965897541,Debit
svKz4138c,957487,727,KCLG17573103262719,
QqYP9454Z,614465,779,WQKH58994142699712,
KQuq9014l,572171,828,QTXY80090198455097,Debit
aDcw7707E,627184,801,KJEB47016636773663,
LfrN8360J,728670,807,PAMJ58936705493959,credit
qXYr5172q,516932,801,EQZE71460001379115,Debit
jNPd7232o,711262,674,AXPD29979099884771,credit
CLuc1028J,867057,798,EBOX35585062746497,Credit
bRwI3044T,637914,837,IIDA77665355101897,
geGC0935h,779932,613,VSLB35249849443029,debit
uKxR8133A,754531,658,PVKK39946494572776,debit
buMY1642x,639634,799,AYGT79310475986368,Debit
sNbk5657x,744200,664,QFXZ25351516597357,
bgMn0429Z,957694,722,MFZP44442193468545,debit
Twny5889L,424763,696,SMAC28722855346157,Credit
eoKG0261K,921916,656,QQYX54367425125144,
HZdM8681E,559663,649,NEPA15872689824904,Credit
rmKs8875p,645970,790,JQAT03564139620859,Credit
DuVh5353S,,677,TJAR93349156697264,Debit
fwJG3765e,688258,716,EIRZ05819592144842,Debit
CYAo5793K,711062,811,XTRQ36306888503387,
RLQi2836M,841594,689,TBXW19431248215024,
hfAA4455G,867088,780,JBPW74927332391254,Debit
lDak2973h,475951,842,AVEC18606751777683,
Vgic6487B,705090,844,FWTE63423219540256,Credit
GHyB0212w,678568,752,QLML25101861384230,debit
Tshv2683v,948437,768,ESOE16141732386131,
UceV9991w,810776,676,WLSJ83883420037824,
sWES7676i,529681,844,IHFZ66005876395674,credit
jaLL2981x,864375,780,RUDR14468629007348,Credit
lGUL7657r,1113912,752,GSLA94001410902830,
vdKH1347H,1062865,653,VGBJ04292192290601,debit
uyuW9864l,679248,653,RGLL04221933499150,Credit
HrKN2036u,713105,656,ZLVX11319304823950,Credit
hsrF1542C,865947,617,PNVV04956781815715,Debit
MWgo3244Q,528083,825,MSQI31253455146661,credit
JGWk4213b,522024,711,TXDZ39814670120443,credit
ZmaF9088b,966988,754,CQPQ15842161344987,Credit
BUCH5349i,1032546,704,LVRB40008411229660,
CBFq7411f,556786,693,XDPJ22016608899252,
ZfVY2415o,451787,606,TECC91792308451041,Credit
vrDO1528V,797677,799,QYAU79024337876474,debit
BgTY8150H,168179,658,KNNI99646687492555,Debit
OOap5380i,688339,743,JOHG76949549595201,
qEjF9633l,476234,814,ZRIA03480036820442,Debit
OfHU7423V,688753,644,JHHL76670349254424,Credit
FJNn3061T,1194873,769,LHVK06843134382347,debit
NyOL2064p,985041,604,GFWM59828367332955,
tosQ5782F,740507,681,MYPW01142088675341,debit
IEsg7695o,877277,639,LELM62052670419832,credit
upQB1467h,593794,727,HCGH94862884916225,debit
wSzT2751i,726038,829,TYKZ29420098342510,Debit
Rpbs7796r,359164,812,UFLV47641070355999,debit
JXuq8360R,510433,614,TMAU46957482032887,
Bzqd5667r,926569,602,SSOK38474991482214,
tCAo7350K,579847,832,WFXY60839094959419,
NNvi2831M,723488,771,EBIP08047826199542,debit
fXTv8006w,816748,611,LQQP06912735432889,debit
nxIm8108k,987065,738,VSON59422556735558,
Zkxv8634A,629832,701,UIST14440765586642,Credit
cbWH3830g,806059,718,CBAI25552673572541,
kstb8670o,495270,703,VUPL97440253053513,Credit
YyPz3041i,822708,778,FHQX77989480457604,
GUTW4111U,734136,679,IGPP13132577714272,Debit
MjgV6008L,665552,660,QNPX73341741782890,credit
YuBG6394V,877169,828,XWXF12897698375784,
mgqP0447K,632978,705,MCWV53037079378113,Credit
foAJ7646r,390357,759,JXNV51172358284477,debit
pybF7488U,,850,ZSJT83064609518329,debit
CoKb6581z,850701,780,ECXJ82112905411053,debit
KgPt3757v,651380,786,NCWY03047169727596,credit
knFL2118p,641600,670,FXTT86160292362715,Debit
EHUK1269W,621704,786,BOOD44602964902351,Debit
AtVv3074j,523537,788,IGJU56914841306936,debit
AarS0599n,717941,771,IQNZ25552863529399,Debit
uPpu8787D,1152937,791,BKNS99152072860650,Debit
gBSe7881y,266162,732,AWQZ31191978005832,Credit
Vhkm2028C,500483,795,DPPY85033600487616,Credit
kOZH1067F,623822,797,YLQL35725912242889,
ashB2866s,773551,735,WRNT72121580548015,
xKPk4859j,666738,647,MPSY01158301559307,debit
TxHM4839q,1068478,680,BPHL95301603145432,credit
VUik7735H,573099,745,FQXE92447082000616,debit
ljEe7056a,471707,830,EMZP55386506744268,Debit
IDvg4331d,584675,824,JYEY75930950193541,credit
ewOJ9792o,536763,688,JUHT18768717475540,debit
sBLU5034t,514356,630,FGVH12574914953046,debit
JIPQ5964m,866972,822,BSPG75123678625865,credit
Unrl1921q,926848,745,PBOO26043498561996,debit
LPXy9128v,,627,ANXE71153294110607,
ZVNQ9994E,520871,775,NYON42411617861950,
nfZN3203j,716539,619,JTHZ09011196797948,credit
uedi2270G,882557,603,EDYK98788638759454,Credit
tGWh7675p,834746,703,UGCC60568136286370,Credit
TEwt8666H,1044127,737,DKGJ84742290261621,debit
nkOr5819T,976867,823,JEVZ50612130579999,Debit
FSYq2687R,516657,767,PJTF50792646234884,debit
lbxD1865X,702528,746,HJVN80026291256563,Credit
Jmyx5639l,1089498,784,XOMM70760183958877,credit
HmaL0375t,402709,631,YYUR46790230444627,
GaMr5154c,826856,629,XWYD48714810823310,Credit
STqr4760O,582977,610,YZHR14116427740889,credit
MODF0907l,793705,773,GJPW25553828831639,Debit
xbNT7810j,799955,684,WEWL14861338554472,Credit
hdCO2216T,509734,847,CTKB73575845448874,Debit
rmPN0518V,990027,746,ZHQG00432091620399,
LUxH0552a,769889,810,LTRX07214258835790,Credit
mWGj6601U,494043,663,YEMZ11637856903557,Debit
crMm4127S,797099,612,WAUZ02859683260541,Debit
trJw8620h,846370,810,WXKX40339526071664,credit
KDfh5791f,868720,843,ZIPR75021997620055,Credit
LObX2125k,849019,720,SGAI97173076098035,debit
fUpt0357R,632054,730,GBER14835636624700,credit
yTsl3240r,888344,802,ZJJR64033838543677,Credit
omrm2956l,346495,659,RJTB44843402289586,
fFwL4474x,596337,778,WKPZ97105382798469,credit
cLyj5872I,,606,KRTL58470046395540,Debit
PZRY9365s,764930,627,SOXA04949044035462,Debit
VYrf3588G,770374,703,SDIE53981402687099,Credit
qchH3437Q,903625,644,ABOW36446839159791,credit
LuxK2727y,798053,752,NCEJ49901136932143,Credit
Owak9051A,622333,730,NFYG78017117864800,credit
lwtk7551D,730649,732,NZZV22704489648995,debit
ZNDL8207K,734697,683,ZLUX97459275940872,credit
qUxM6673v,557137,790,AHDJ91981058251866,credit
oWGg7640A,,716,GXTI01453646603046,credit
LbkG6496k,461498,722,GVKC81385912823232,credit
KWii4983Q,768003,670,EUBH75964459027141,Credit
YXjZ5014w,686606,677,EYUV44908763900340,Credit
aQjm7627l,1108574,737,CNER29653645919367,
pnBf4412U,486612,785,RZOA29499977564403,
aEkw3285g,,654,NDET15649840227836,debit
EQyD7863T,429321,604,EKQP37812047020208,Credit
uWiz3162X,653673,816,NJTZ03667591299389,
zIew5469F,474023,787,RBBZ51383924437142,Credit
lXpx9039x,621921,718,ZAJG22875884686056,
MWze5809P,645763,690,XTKR97405336685038,
cntB3273f,738639,776,SFEP46863820707900,Credit
jsty5626R,654478,813,YHDZ03328078341226,Debit
lkzR7046H,652909,691,RQQI46686992717045,credit
RUgP1715z,949359,735,LELS84781835674153,credit
KGyR0252D,858926,800,HQYR92241035807397,Credit
XdtB0766q,870561,778,BUCK28330256682020,credit
xXET1978v,780375,679,FQNU70811347660517,debit
BIWy8512R,541128,769,SPKB21083983716134,debit
TLqm1205G,734013,728,UPNT71422970757857,debit
Dsch9760F,941130,799,EPXE82536072760579,
RxqB7509v,598382,687,GPDQ97349145467715,Credit
lswA4084b,982227,744,QCBR19651013033380,credit
MhwU7540c,672403,847,RAER99959792470576,credit
fIgi8632U,933947,647,EECC75881000079651,credit
wDSN2764p,559076,786,TGVF18570278015444,
euxc8970j,735970,655,PUDF21076722529838,debit
UfvO9168V,375049,630,GPGN87821980658731,Credit
lVqU4660P,966389,661,CAMK57518396901786,Credit
KqtN1613G,702404,741,SVXM09123210011269,credit
KEnW8305B,651428,719,SJTT81017353448935,credit
QcMz4248l,1100849,604,FYBB47054836490957,
nbYA4406Q,610068,666,VQXY28862652941400,
MYOu2447g,668068,762,PVFJ53524195258778,
oeNs3305U,631193,821,BBLG14623911609373,Debit
OMvI9796y,1086189,646,ZNCT03061599527262,debit
vuwC7805j,546393,695,ZOCS27396945136985,Credit
SkRy7738q,581182,835,LELK20272201919611,credit
OFJw6091f,445371,631,MFXL82223990667399,
sWuC3854R,724240,791,ERCH44893875293392,
LkNw7029K,694813,833,MYQR89192060384992,debit
JVFp6604y,369332,683,LPCP00158061297044,credit
hgzn8269n,916790,737,VHVA20435327737392,Debit
kXXV1942z,671009,725,OPGZ95437602656768,Debit
AMru8653X,434206,609,PLUO57928047080222,Debit
IIzo5158z,912927,782,VDJB59588533028071,credit
klzs7747a,664817,753,AGLX20025606640807,debit
RgyL8572P,417452,823,VRNR22163035125400,credit
ObNo6663i,922436,713,OBQB73123700257760,credit
MKUA9981b,764301,733,MSHR34240226713501,
KOER5932f,587694,713,BQEA14367233101731,credit
JGmk5096D,1063158,633,VADD64992129376498,
Tmui5327s,757527,773,AXRZ92620461084212,
DDpR1039M,,639,IMEW70167248826360,credit
GPhZ7327M,743796,654,NJWC47311630296731,debit
UeaV5237c,882604,683,TNRV28307810321155,credit
eYAq6876T,299196,729,FEAL44697158002886,credit
TbCE8198U,440416,745,NIYJ90728282272376,credit
xzTG0460O,852610,631,THXY68617106477990,credit
jqWL7611W,183579,674,KJXQ21345712198996,Credit
Qvjp1256Y,979237,775,ANFP14708802282832,Debit
vPSe7341D,712886,611,GWZB01571127019883,Debit
sSCv7345Y,550911,758,SHXX66477228808750,debit
McWi7494j,861263,641,VJUJ17655093391730,Credit
xKxT8403s,196897,785,RXQI66772918375978,credit
ETCR4294s,519518,760,KYHK13860870078143,
syqO2229o,830306,704,SUVB36368077207093,credit
jLaq0394x,526599,818,YLZM45372360705491,Debit
NkwP8867j,463807,835,WFTD67267383587086,credit
xyFP9858k,,688,HMIF99745276972648,Debit
yaQe8727v,1009358,620,BHIG29248233818948,
jrMX3433U,879754,619,GTUJ67688459205949,Debit
DKOa1357V,971363,780,PNCD97795379926926,Debit
QczO8335g,531221,757,UNWW72973535105699,Credit
JIVI5814f,838945,635,XIJO14055023709122,credit
ppqZ0798V,996259,809,OHQC67916190768226,debit
lcMr2337J,656170,606,XUAC21557253272832,Credit
iHtd4131n,373249,679,FDHM81998301619961,Credit
EDgI3399Y,808257,692,AGCR53124543988187,credit
EhCf0513E,756994,655,IBXY01247176995533,Debit
nMFt3189K,703254,837,DJQO77789596256585,debit
UCXP0961m,534584,623,SYDJ66793642782358,Debit
qWAM9970r,889395,687,TAAM44358343034055,debit
EGsP7258t,799715,783,QTSP43083065731513,debit
rRJG4835t,650079,835,TDNF51196628484021,Debit
auGE7127F,807105,841,HNYW66937720097093,
RtgC2216v,822386,718,QLTG12129336374887,Debit
Wont8231G,775300,764,ZCSL20031209463009,Credit
gRtN4587n,867616,805,TDZJ68816942998971,Debit
mXzY9252k,738549,795,ENFE72760405844613,debit
HEPM2925Y,955232,607,TKGK56692468297877,credit
Etxj6434t,702598,648,QZRN15581807081481,Credit
tBKz5557W,915074,841,CTVH26735265990525,debit
AwPZ6060i,489037,796,SKCM27908159332737,debit
nQTq7403s,992239,659,ARWX01618010568148,credit
YyuJ5056J,601579,824,TAIX94558037945792,credit
Crge3398p,618568,826,DONX89062799309701,
EcXQ2579y,653093,748,JLAI43113947279327,Credit
Lydg7349d,788221,777,PDAG75628434868598,Debit
CshE5485i,830451,604,IMQQ96377786863326,
jLtK1562m,590550,613,KDRW42787949227412,
uKIW8173Q,610190,668,EGRK89582793992832,credit
SbiX4884X,662775,702,WYCU19849211127716,
Vnlu1557D,162359,784,TFHS87269175585049,debit
mRTq3755q,989525,665,FCQS79950009611487,Debit
PABz9021Z,477395,686,OBKL64083837830126,Credit
GxbK7080B,792254,710,YEAG67624157214794,Credit
FsKv0858O,792124,819,LBGI78355071834981,Credit
JXhI1191k,803698,799,SEUN39356250574315,Credit
NPmW8197e,507767,839,CAJR87436712056638,Debit
VjPv6477e,696386,722,SNYB43907895887395,Debit
HXSV2957B,1102252,741,SJCS42844993685322,credit
aNyb0694a,616894,822,OTTE22477717316473,Credit
qoLR3562X,1172904,759,KNEU05114838791485,credit
XKwT5873K,568648,796,GJXL81892918680230,Debit
tlgb2323I,751997,726,ZBDA33581330813669,Debit
weuu9028o,640131,690,JTXP12336094738557,Debit
Bron3342X,604067,674,YZNH47985185419421,credit
hybC5027V,301059,701,VUMA83118674002023,Debit
Czmn3607X,476161,676,ITJJ81596038271462,credit
lGLU6911H,709371,602,KMYW19343778287346,credit
FVMw1231V,,655,VCWY97300133224172,debit
fZGx5633E,389386,839,JFXM80783532185679,credit
bayZ4817A,491544,768,QYDG93556282283356,credit
teBP6155t,459807,605,PXFP59584670887899,Credit
brUP3167u,465496,819,NOZY94292695068281,credit
KaiH0232j,790996,662,EYLB17966726692206,Debit
MZnV2700Q,737094,846,RRAL28475600664999,Credit
kAll4596H,806676,718,YSJG41378426332812,Debit
YkbF2251n,543239,846,UNVU85653081251693,Debit
NubY4654b,830733,813,FTMN07115086388727,
VjAc5070I,639186,781,MFYO66402117988093,Debit
kgaw6982o,872685,644,SOWS01903972986876,Debit
EDAI1611C,827429,712,VDBM17214955413983,debit
EEqi2904u,,705,DRAL62896960488281,
EFVK8591m,932141,837,DHCG75227355962956,Credit
ZjoQ2382f,675744,697,YHDI53651296967047,
gpoq1649l,481366,655,GPBX78300851345781,credit
HHKr4579W,612573,748,AUID30771208440109,debit
QjLV2565c,420485,715,YEFQ97516111225759,Credit
ajOc6032Y,755297,840,HKPR83000383210364,
aKEE3265w,844232,687,QISH66320097476111,Debit
nDNq3967I,,757,OMDI91514281618650,debit
vvlq7148v,666735,749,CJRW40598297386815,debit
QvWH7871q,,737,VIRV37955346904836,credit
Iigo1560D,290920,678,ETVM16935951239759,
iwtC1184B,544404,662,YJTV40301841663517,credit
zGmj8182R,824156,646,AUCF80529207041403,credit
HMXj3035K,880307,775,PTPH94285293062876,debit
xIoS8808H,772638,764,NXLH38385340895359,debit
RkOO2521N,485586,615,XDXA03458606289320,
Bmrd3289z,628143,706,VZAN36793825546425,credit
EDui4686U,496415,741,AOIJ18094626980818,Credit
TJQt4014n,671660,747,CUKH55236481892998,credit
WAij9910E,736190,673,XYRY96747879356064,
PAzL2362m,563953,715,LPPQ09953312389232,debit
rizh3513U,650159,752,SJBO13919896888723,debit
jRrW9237u,777970,610,YRHZ37389647466436,debit
HgXO0184M,810637,735,CCKE35292285176277,credit
hIVN7374D,844513,775,OWOA63208593194688,Credit
cyqh2154O,744643,674,AULR59360218090786,Credit
TSYF7692W,893561,818,UXSD45296509151972,Credit
fUMM4381x,611777,602,BZEK89750677086666,debit
dOgX3766r,718434,842,AKAK18408142655710,Credit
AQqw4485f,,680,XRLK10062492340756,Credit
LFoL0173B,722802,737,JTRZ34214294697219,
MKyM4178H,677883,766,SCNJ65901593429893,Credit
LYPg6091K,819756,723,HBKP44687826473218,Debit
LRTM1135A,682839,718,YEWU91408043354247,
DKHc6057z,928157,653,KOKE15782258560921,
lbOv6039g,803920,716,JPLV77799464454980,debit
qwRw4607w,608857,679,TCXJ07607191430713,Credit
uDSO3470q,,770,PAPY69092426285734,debit
PuVz2388W,667598,762,AVKG68699666242459,
vwNI5271V,,685,AHCB13432964565665,credit
UfOz3541u,378191,800,YDMU68073965046288,credit
mqTF9726w,623091,759,LLZV70656047679379,credit
kubh5752m,532308,629,PLNQ86822523494546,credit
sWJI9488l,803750,644,GFIC52843948292705,credit
ffTM6913Q,562783,608,NHRX28759194602070,
Iwzi6425y,,768,EOHS35752274116343,Credit
fuoC1499c,360583,820,KNSW20906721960098,Debit
bFoS3824o,704278,803,QNJY73896327223156,credit
jasp3373b,810609,637,VJPN70682152980912,credit
JJKm9776A,712376,622,GJWI93423315819931,Debit
OKyV2896q,341681,600,WRBK75516020008962,Debit
xpuI5465w,420500,749,HYJD60829375702483,Debit
YILi1253g,599015,836,MHVZ17893337092247,Debit
gZMo8785U,701868,630,MPLY58341814861452,Credit
rKdD5837N,624158,671,DWJA71979690222750,
ekbJ7796C,629458,754,GBJJ92927517336771,debit
TjeR8057w,381788,618,NTYH81640492638591,debit
UbTM1494F,614478,830,NPDG91863742107975,credit
QCtI6263S,605100,703,TYMG45670601865935,credit
ZGAj4539X,789890,782,YOED56189179868734,debit
NdTW8950w,1155683,765,AUTJ11697463567945,Debit
eHAU9119k,413089,798,NJVN92768065434869,
lbPF3392U,,738,NCQZ79248262468404,debit
zKSR1511y,598446,797,CLZV28270657207444,
vlgt6672w,672404,727,IIYN37108123901637,Debit
flqz2647m,565828,682,SBHQ21078069041193,credit
CWgH3515q,739069,760,ALEI41547574250343,debit
dRxg0908k,843905,791,SKSZ03181671245906,Debit
uytb0800Z,995688,713,NVNO77755955211934,Credit
lmON9951F,827188,667,QCAM77315779769477,credit
gRjM2835x,764030,787,YNLE00166465088106,Credit
GjCb9272N,588911,783,UAHG13340294337694,
sgwR0814l,736793,749,HCRH36583928584445,credit
FmMj9821N,431207,642,NIXB95004005129526,Debit
YChQ5786J,884871,638,CUBZ57587802638152,Credit
jpFm1535Y,819400,633,RMRI38452913380263,credit
EZQT6050W,690274,610,HCTF94924947126825,credit
QPuH9181K,936830,601,SIOG00281200670945,Credit
WIPm9886s,532838,824,KUBC39419320725967,Credit
sOBz5273B,514255,764,OXJK30874470614332,Credit
FguJ6170E,419924,739,RXBO09355027579830,
YXsX9647R,835222,667,RJLQ96747896775356,debit
ftLV0803K,855201,666,HGJD37818124530826,Debit
Ibdt8250y,836397,825,SDZH96965288062803,credit
RBVG3580H,553881,624,TUVU07388746602599,Debit
ngDl2850o,,697,HQMX96147095979348,Credit
nKON5137a,873223,743,NQGJ23533863491562,Credit
sapQ0631v,687784,777,AWUC84050367184831,Credit
zcjj2635M,807930,829,DMFM08838457410163,debit
RKTO3946t,456017,709,SBUJ35501905494185,Debit
AAyr3460m,340986,669,AFPM94699805434928,Debit
OSzc7490S,621122,695,QNRM08599666122792,Debit
Ohhk7231Y,668132,812,JWUC64663247102631,
ukVq7128R,499735,718,PNBL54086706450631,
sKqg6484W,526062,826,JHAW02130532857017,debit
JFmi1631H,408086,666,XSXX21905759697074,Credit
hocy0771l,548776,850,LCPE98536876140980,Credit
NxCV1136j,492700,767,VSDL48451439996013,Credit
XmXn7908U,502572,697,SVQY70348840056281,debit
jvql5090w,567438,826,OSLC21088374163101,
yjsG7306e,852893,707,QMWD25821931433744,Credit
QUCb3235C,785925,721,TVXQ39629634515856,Credit
sJkj1398J,824977,641,XIZG79065728886883,Debit
AHIb5011N,748572,814,EEVJ28206881750252,Credit
jgRo2550a,522880,745,DNVX17478411244536,
yXKh6090o,454587,616,FLAQ69295370760302,
bPEK0981P,643131,792,QIQD93457642935111,credit
CVpR6496F,981305,682,CROU62867645008119,Credit
EjDI9457x,251501,692,AMIF21477114382627,credit
yqkx3242V,491065,671,LLRT55779588706050,credit
cDAT0642I,705256,730,ICHF68520261234589,Debit
nzAA3625D,508983,722,TPCY63715785173102,Credit
xvuQ7767z,749801,634,MCUE24721780157697,credit
nTmK2833m,777263,785,ESDS12789925186958,debit
WYAx9578P,527085,735,BQTX02767746432657,Credit
EgIP4362C,,755,LNZS87866786053736,
mnvJ4960k,1041898,832,HFGI40234808193142,debit
CbSn6862y,899673,645,WJIK33730076190201,credit
XjPz9249K,521899,809,GOEZ33840948128472,Credit
DpVi3265W,946224,675,MBXT59084006918899,
HVOc7599R,590870,770,DTGZ16810919134628,credit
advf1110u,640950,709,SMAP35115191098611,Credit
texN5323u,572065,723,THBG65695191500793,
Tlst9775g,678504,657,RHGJ27285146464318,credit
AhIN8222A,930824,785,DWLN71099237934744,credit
SrSp2887h,859877,715,HTMP95796491419243,debit
iyEy2710E,562700,690,DHFP21267406248176,credit
CLKl2095C,561170,791,PBXO28180296317891,debit
vfxe0795l,341156,794,JRQZ29364146293892,
jhYQ2946m,530193,704,ZSKU50604808482317,credit
MZFb5415N,1091048,716,CEXW56328895322686,debit
qmGr9625H,640808,752,GJQE28288590949636,Debit
dPpS0752t,621810,793,NUWA89814389068252,Debit
crVW4765Q,837003,743,NMXW27065357783737,debit
ciNa7158V,723729,669,RUCL92097862035039,credit
mEyy9046c,735458,814,UPWJ17003135641674,Credit
ZGYB4655A,553126,726,LAEF47737418420350,
